player,position,draft_year,draft_pos,performance_value
Dezmon Patmon,WR,2020,212,0.1
Brandyn Thompson,CB,2011,213,0.4
Richard Crawford,CB,2012,213,0.4
Michael Mauti,LB,2013,213,0.5
Kennard Backman,TE,2015,213,0
Aaron Burbridge,WR,2016,213,0.1
Colin Holba,LS,2017,213,0.3
Colby Gossett,RG,2018,213,0.3
Donovan Wilson,S,2019,213,3.1
Jordan Glasgow,LB,2020,213,0
Derek Newton,RT,2011,214,3.7000000000000006
Tim Fugger,ED,2012,214,0.1
Travis Bond,LG,2013,214,0.4
Kristjan Sokoli,IDL,2015,214,0.3
Elandon Roberts,LB,2016,214,1
Elijah Qualls,IDL,2017,214,0.1
Peter Kalambayi,ED,2018,214,0.5
Darwin Thompson,RB,2019,214,0.1
Freddie Swain,WR,2020,214,0.5
D'Aundre Reed,ED,2011,215,0.1
Kheeston Randall,IDL,2012,215,0.4
Tommy Bohanon,FB,2013,215,0.4
Daniel McCullers,IDL,2014,215,0.5
Cody Wichmann,RG,2015,215,0.1
Joey Hunt,C,2016,215,0.3
Bradley Bozeman,C,2018,215,1.3
Terry Beckner Jr.,IDL,2019,215,0.1
Markus Bailey,LB,2020,215,0.4
Mikail Baker,CB,2011,216,0.3
D.J. Campbell,S,2012,216,0.4
Charles Johnson,WR,2013,216,0.4
Andre Hal,S,2014,216,3
Christian Covington,IDL,2015,216,0.9000000000000001
Darius Jackson,RB,2016,216,0.4
Marquez White,CB,2017,216,0.1
Azeem Victor,LB,2018,216,0.3
Nick Allegretti,C,2019,216,1.1
Kamren Curl,S,2020,216,1.8000000000000003
Maurice Hurt,LG,2011,217,0.4
Jordan Bernstine,S,2012,217,0
Armonty Bryant,ED,2013,217,0.5
Ted Bolser,TE,2014,217,0.1
Rakeem Nunez-Roches,IDL,2015,217,1.1
Rico Gathers,TE,2016,217,0.3
Corey Levin,C,2017,217,0.4
Keishawn Bierria,LB,2018,217,0.3
Kris Boyd,CB,2019,217,0.5
Jauan Jennings,WR,2020,217,0.1
Ryan Taylor,TE,2011,218,0.5
Jerome Long,IDL,2012,218,0.3
Jordan Poyer,S,2013,218,1.9
Michael Campanaro,WR,2014,218,0.4
Anthony Morris,LT,2015,218,0
Kevon Seymour,CB,2016,218,0.4
Leon McQuay III,S,2017,218,0.3
Ade Aruna,ED,2018,218,0.1
Mike Weber,RB,2019,218,0.1
Carter Coughlin,LB,2020,218,0.5
Malcolm Williams,CB,2011,219,0.4
Trevor Guyton,ED,2012,219,0
D.C. Jefferson,TE,2013,219,0.1
T.J. Carrie,CB,2014,219,4.4
Hayes Pullard,LB,2015,219,0.4
Will Parks,S,2016,219,0.8
Stacy Coley,WR,2017,219,0.4
Derwin Gray,RG,2019,219,0.1
Geno Stone,S,2020,219,0.3
Shaun Chapas,RB,2011,220,0.4
Greg McCoy,CB,2012,220,0.1
Ryan Seymour,LT,2013,220,0.1
Shamar Stephen,IDL,2014,220,1.2
Neal Sterling,WR,2015,220,0.4
Travis Feeney,LB,2016,220,0
Ifeadi Odenigbo,ED,2017,220,0.1
Cullen Gillaspia,FB,2019,220,0.5
K.J. Hill,WR,2020,220,0.1
Da'Rel Scott,RB,2011,221,0.5
Nate Potter,LT,2012,221,0
Randell Johnson,LB,2014,221,0.4
Andre Debose,WR,2015,221,0
Ted Karras,C,2016,221,0.4
Shalom Luani,S,2017,221,0.3
Matthew Adams,LB,2018,221,0.6
Donnie Lewis Jr.,CB,2019,221,0.1
Stantley Thomas-Oliver,CB,2020,221,0.1
Anthony Gaitor,CB,2011,222,0.4
Caleb McSurdy,LB,2012,222,0.1
Chris Gragg,TE,2013,222,0.4
Storm Johnson,RB,2014,222,0.4
Austin Reiter,C,2015,222,1.3
Aaron Wallace,ED,2016,222,0.4
Jalen Myrick,CB,2017,222,0.1
Jermaine Kelly,CB,2018,222,0.1
Kerrith Whyte,RB,2019,222,0.3
Eno Benjamin,RB,2020,222,0
Shane Bannon,RB,2011,223,0.1
Travis Lewis,LB,2012,223,0.5
Nicholas Williams,IDL,2013,223,0.3
Brandon Watts,LB,2014,223,0.4
Deon Simon,IDL,2015,223,0.4
Stevie Tu'ikolovatu,IDL,2017,223,0.3
Jullian Taylor,ED,2018,223,0.5
Jordan Brown,CB,2019,223,0.1
Chris Claybrooks,CB,2020,223,0
Markus White,ED,2011,224,0.4
Alfonzo Dennard,CB,2012,224,0
Kevin Dorsey,WR,2013,224,0.3
Beau Allen,IDL,2014,224,2.8
Bryce Hager,LB,2015,224,0.4
Donavon Clark,RG,2016,224,0
Zane Gonzalez,K,2017,224,0.3
Javon Wims,WR,2018,224,0.1
Isaac Nauta,TE,2019,224,0.3
Anthony Allen,RB,2011,225,0.4
J.R. Sweezy,RG,2012,225,4.2
Eric Herman,LG,2013,225,0.4
Jabari Price,CB,2014,225,0
Jake Rodgers,RT,2015,225,0.1
Devin Lucien,WR,2016,225,0.1
Isaac Rochell,IDL,2017,225,0.1
Devante Downs,LB,2018,225,0.4
Darryl Johnson Jr.,ED,2019,225,0.5
Kenny Willekes,ED,2020,225,0.4
Greg Romeus,ED,2011,226,0
David Molk,C,2012,226,0.4
Michael Buchanan,ED,2013,226,0.4
Mitchell Van Dyk,RT,2014,226,0.4
Bobby Hart,RT,2015,226,0.6
Jonathan Woodard,ED,2016,226,0.1
David Moore,WR,2017,226,0.3
David Williams,RB,2018,226,0.3
Ty Summers,LB,2019,226,0.5
Arlington Hambright,LG,2020,226,0.1
Scotty McKnight,WR,2011,227,0.1
Rishard Matthews,WR,2012,227,3.2
Garrett Gilkey,RG,2013,227,0.4
Kiero Small,FB,2014,227,0.3
Martin Ifedi,ED,2015,227,0
Stephen Weatherly,ED,2016,227,0.1
Josh Carraway,ED,2017,227,0.4
Quentin Poling,LB,2018,227,0.1
Jimmy Moreland,CB,2019,227,0.5
Lachavious Simmons,RG,2020,227,0.4
Jabara Williams,LB,2011,228,0.1
Jeris Pendleton,IDL,2012,228,0.4
Jawan Jamison,RB,2013,228,0.4
Zach Hocker,K,2014,228,0.3
Austin Shepherd,LG,2015,228,0
Riley Dixon,P,2016,228,1.5
Joey Ivie,IDL,2017,228,0.1
Marcell Ateman,WR,2018,228,0.3
Tommy Sweeney,TE,2019,228,0.5
Sterling Hofrichter,P,2020,228,0.1
Jonathan Nelson,CB,2011,229,0.3
Bryce Brown,RB,2012,229,0.4
Everett Dawkins,IDL,2013,229,0.4
Nate Freese,K,2014,229,0
Ben Koyack,TE,2015,229,0.4
DeMarcus Ayers,WR,2016,229,0.1
Adrian Colbert,S,2017,229,0.3
Jason Sanders,K,2018,229,2.4
P.J. Johnson,IDL,2019,229,0.1
James Smith-Williams,ED,2020,229,0.5
Cliff Matthews,IDL,2011,230,0.5
Nathan Stupar,LB,2012,230,0.1
Kerwynn Williams,RB,2013,230,0.4
Rob Blanchflower,TE,2014,230,0.1
Marcus Murphy,RB,2015,230,0.4
Daniel Braverman,WR,2016,230,0.3
Josh Harvey-Clemons,LB,2017,230,0.5
Leon Jacobs,LB,2018,230,0
Quinton Bell,ED,2019,230,0.1
Dustin Woodard,C,2020,230,0
Frank Kearse,IDL,2011,231,0.1
Toney Clemons,WR,2012,231,0.4
Ty Powell,LB,2013,231,0.4
Ben Gardner,ED,2014,231,0.1
Joey Iosefa,FB,2015,231,0
Thomas Duarte,TE,2016,231,0.3
Jylan Ware,LT,2017,231,0.1
Travin Howard,LB,2018,231,0.1
Alize Mack,TE,2019,231,0.1
Baron Batch,RB,2011,232,0.4
Greg Scruggs,IDL,2012,232,0.4
Sam Barrington,LB,2013,232,0.4
Ulrick John,RT,2014,232,0.3
Edmond Robinson,LB,2015,232,0.4
Steven Daniels,LB,2016,232,0.4
Elijah Lee,LB,2017,232,0.3
James Looney,IDL,2018,232,0.3
George Asafo-Adjei,RT,2019,232,0
Carlos Davis,IDL,2020,232,0.1
Lawrence Guy,IDL,2011,233,0.4
Drake Dunsmore,TE,2012,233,0.4
David Bass,ED,2013,233,0.4
Trevor Reilly,LB,2014,233,0.4
Da'Ron Brown,WR,2015,233,0
Jalen Mills,S,2016,233,2
Harrison Butker,K,2017,233,0.3
Jordan Mailata,LT,2018,233,8.8
Chandler Cox,FB,2019,233,0
Casey Toohill,ED,2020,233,0.5
Andrew Gachkar,LB,2011,234,1.2
Marcel Jones,RT,2012,234,0.4
Terrence Fede,ED,2014,234,0.5
Dezmin Lewis,WR,2015,234,0
Vadal Alexander,RT,2016,234,0
Ejuan Price,ED,2017,234,0.3
Andre Smith,LB,2018,234,0.4
Myles Gaskin,RB,2019,234,0.5
Clay Johnston,LB,2020,234,0.1
Jimmy Wilson,CB,2011,235,1.5
Jeremy Ebert,WR,2012,235,0.1
Steve Beauharnais,LB,2013,235,0.4
Shelby Harris,ED,2014,235,0.3
Kenny Hilliard,RB,2015,235,0.3
Lachlan Edwards,P,2016,235,0.5
Joshua Holsey,CB,2017,235,0.3
Zaire Franklin,LB,2018,235,1.6
Dontavius Russell,IDL,2019,235,0
Jashon Cornell,IDL,2020,235,0
Stephen Burton,WR,2011,236,0.4
DeAngelo Tyson,IDL,2012,236,0.4
Marquess Wilson,WR,2013,236,0.5
Jeff Janis,WR,2014,236,0.7
Mark Nzeocha,LB,2015,236,0.4
Dwayne Washington,RB,2016,236,0.4
Brad Seaton,RT,2017,236,0.1
Bo Scarbrough,RB,2018,236,0.3
John Ursua,WR,2019,236,0.1
Vernon Scott,S,2020,236,0.4
Greg Lloyd,LB,2011,237,0.4
Cam Johnson,ED,2012,237,0.3
Seantrel Henderson,RT,2014,237,0.7
Brian Mihalik,RT,2015,237,0.3
Daniel Lasco,RB,2016,237,0.4
Isaiah Ford,WR,2017,237,0.3
Nick Bawden,FB,2018,237,0.4
Terry Godwin,WR,2019,237,0.1
Thakarius Keyes,CB,2020,237,0.1
Daniel Hardy,TE,2011,238,0.1
Junior Hemingway,WR,2012,238,0.4
Aaron Mellette,WR,2013,238,0
Will Smith,LB,2014,238,0.1
Mario Alford,WR,2015,238,0.1
Devin Fuller,WR,2016,238,0
Devante Mays,RB,2017,238,0.1
Zach Sieler,IDL,2018,238,0.3
Stephen Denmark,CB,2019,238,0.1
T.J. Brunson,LB,2020,238,0
Mike Person,LG,2011,239,0.4
Markus Kuhn,IDL,2012,239,0.8
David King,ED,2013,239,0.1
James Wright,WR,2014,239,0.4
Gerod Holliman,S,2015,239,0
Trevor Bates,LB,2016,239,0.1
Noah Brown,WR,2017,239,0.6
Hunter Bradley,LS,2018,239,0.1
Dillon Mitchell,WR,2019,239,0.1
Dane Jackson,CB,2020,239,0.2
Stanley Havili,FB,2011,240,0.1
David Paulson,TE,2012,240,0.1
Reid Fragel,LT,2013,240,0.1
Tevin Reese,WR,2014,240,0
Corey Robinson,RT,2015,240,0.4
Alex McCalister,IDL,2016,240,0.1
Marquez Williams,FB,2017,240,0.3
Richie James,WR,2018,240,0.5
Jackson Barton,LT,2019,240,0.3
David Ausberry,WR,2011,241,0.5
Andrew Datko,LT,2012,241,0.1
Jared Smith,IDL,2013,241,0.1
Christian Bryant,S,2014,241,0.1
Ifo Ekpre-Olomu,CB,2015,241,0
Charone Peake,WR,2016,241,0.4
Khalfani Muhammad,RB,2017,241,0.3
Greg Stroman,CB,2018,241,0.1
Jalen Jelks,ED,2019,241,0.1
Chapelle Russell,LB,2020,241,0.4
Malcolm Smith,LB,2011,242,2.4
Antonio Allen,S,2012,242,0.4
Michael Bowie,LT,2013,242,0.3
Corey Nelson,LB,2014,242,0.9000000000000001
Dexter McDonald,CB,2015,242,0
Keith Marshall,RB,2016,242,0
Elijah Hood,RB,2017,242,0.3
Kendrick Norton,IDL,2018,242,0.3
Cortez Broughton,IDL,2019,242,0.1
Jonathan Garvin,ED,2020,242,0.4
Nate Bussey,LB,2011,243,0.1
Kemal Ishmael,S,2013,243,1.2
Kaleb Ramsey,IDL,2014,243,0.1
Laurence Gibson,LT,2015,243,0.1
Kenny Lawler,WR,2016,243,0.1
Kyle Fuller,LG,2017,243,0.1
Keion Crossen,CB,2018,243,1.5
Nick Scott,S,2019,243,1.8000000000000003
Chris Jackson,CB,2020,243,0.5
Lee Ziemba,RT,2011,244,0.4
Jordan White,WR,2012,244,0.3
Zeke Motta,S,2013,244,0
Jeremy Gallon,WR,2014,244,0.3
Trent Brown,RT,2015,244,8.8
Jayron Kearse,S,2016,244,1
Treyvon Hester,IDL,2017,244,0.3
Justin Lawler,ED,2018,244,0.2
Kaden Elliss,LB,2019,244,3.2
Michael Jasper,IDL,2011,245,0.4
Trevin Wade,CB,2012,245,0.4
Brandon Hepburn,LB,2013,245,0.1
Trey Millard,RB,2014,245,0.3
Tre McBride,WR,2015,245,0.4
Clayton Fejedelem,S,2016,245,1.4
Jack Tocho,CB,2017,245,0.1
Will Clapp,C,2018,245,0.4
Chris Slayton,IDL,2019,245,0.3
Raymond Calais,RB,2020,245,0.4
Jay Finley,RB,2011,246,0.1
Terrence Frederick,CB,2012,246,0.4
Carter Bykowski,LT,2013,246,0.1
Charles Leno Jr.,LT,2014,246,5.5
Geoff Swaim,TE,2015,246,1.8000000000000003
Tyler Matakevich,LB,2016,246,1.8000000000000003
Jordan Carrell,IDL,2017,246,0
Joshua Frazier,IDL,2018,246,0.1
Javon Patterson,C,2019,246,0.1
Malcolm Perry,WR,2020,246,0.4
Jeremy Beal,ED,2011,247,0.1
Brad Smelley,TE,2012,247,0.4
Marc Anthony,CB,2013,247,0.1
Jonathan Dowling,S,2014,247,0.4
Darryl Roberts,CB,2015,247,0.3
Zac Brooks,RB,2016,247,0
Malachi Dupre,WR,2017,247,0.3
Logan Cooke,P,2018,247,1.6
Olabisi Johnson,WR,2019,247,0
Chris Williamson,CB,2020,247,0.1
Eric Hagg,S,2011,248,0.4
Kelvin Beachum,LT,2012,248,5.8
Daimion Stafford,S,2013,248,0.5
Ahmad Dixon,S,2014,248,0.3
Ryan Murphy,S,2015,248,0.3
Austin Blythe,C,2016,248,2
Keion Adams,ED,2017,248,0.3
Kendall Donnerson,ED,2018,248,0.3
Joshua Miles,RT,2019,248,0.5
Sam Sloman,K,2020,248,0.1
DeMarco Sampson,WR,2011,249,0.4
Travian Robertson,IDL,2012,249,0.5
Michael Sam,ED,2014,249,0.1
Akeem King,S,2015,249,0.1
Prince Charles Iworah,S,2016,249,0.3
Chris Carson,RB,2017,249,2.9
Michael Dogbe,IDL,2019,249,0.1
Brian Cole II,S,2020,249,0.1
Curtis Holcomb,CB,2011,250,0.3
Edwin Baker,RB,2012,250,0.4
Don Jones,S,2013,250,0.4
Demetrius Rhaney,C,2014,250,0.4
Scooby Wright,LB,2016,250,0.4
Pat O'Connor,ED,2017,250,0.3
Ryan Izzo,TE,2018,250,0.5
Austin Cutting,LS,2019,250,0
Tremayne Anchrum,LT,2020,250,0.5
Tommie Campbell,S,2011,251,0.5
John Potter,K,2012,251,0.4
T.J. Johnson,C,2013,251,0.1
Ken Bishop,IDL,2014,251,0.1
Taurean Nixon,CB,2015,251,0.3
Joe Walker,LB,2016,251,0.3
Mason Schreck,TE,2017,251,0.3
Justin Jackson,RB,2018,251,0.3
Dakota Allen,LB,2019,251,0.3
Stephen Sullivan,TE,2020,251,0.1
Bill Nagy,LG,2011,252,0.4
Daryl Richardson,RB,2012,252,0.1
Marcus Cooper,CB,2013,252,0.4
Lavelle Westbrooks,CB,2014,252,0.3
Josh Furman,S,2015,252,0
Beau Sandland,TE,2016,252,0.3
Matt Dayes,RB,2017,252,0.3
Rod Taylor,RG,2018,252,0
Ken Webster,CB,2019,252,0.3
Tyrie Cleveland,WR,2020,252,0.5
Chris Neild,IDL,2011,253,0.4
Michael Cox,RB,2013,253,0.4
Yawin Smallwood,LB,2014,253,0.1
Xzavier Dickson,ED,2015,253,0
Kalan Reed,CB,2016,253,0.4
Auden Tate,WR,2018,253,0.3
Jordan Brailford,ED,2019,253,0.4
Kyle Hinton,RG,2020,253,0.4
Cheta Ozougwu,ED,2011,254,0.3
Justice Cunningham,TE,2013,254,0.4
Terrance Mitchell,CB,2014,254,0.3
Rory Anderson,TE,2015,254,0.3
Korey Cunningham,LT,2018,254,0.5
Caleb Wilson,TE,2019,254,0.3
Derrek Tuszka,ED,2020,254,0.4
Tyler Starr,LB,2014,255,0.4
Denzelle Good,RT,2015,255,0.4
Austin Proehl,WR,2018,255,0.1
Tae Crowder,LB,2020,255,0.5
Lonnie Ballentine,S,2014,256,0
Gerald Christian,TE,2015,256,0.3
Trey Quinn,WR,2018,256,0.1
